Port Logger Log: Unix time: 1306379073.24
Ports in use: /dev/pts/6 /dev/pts/7
1306379084.323139 : /dev/pts/7 : 07.03.14.00.00.00.00.0d.eb.00.00.00.00.00.00.00.00.00.00.00.00.00.02.e6.f6
1306379084.507059 : /dev/pts/6 : 07.10.0b.e9.00.0a.14.00.00.00.00.00.00.00.00.00.00.00.00.00.1e.00.32.00.3c.00.5a.d5.ee
1306379084.547117 : /dev/pts/7 : 07.10.0b.e9.00.0a.93.b8
1306379084.715551 : /dev/pts/6 : 07.03.0b.b7.00.0a.77.a9
1306379084.734297 : /dev/pts/7 : 07.03.14.00.00.00.00.0d.eb.00.00.00.00.00.00.00.00.00.00.00.00.00.02.e6.f6
1306379084.919167 : /dev/pts/6 : 07.10.0b.e9.00.0a.14.00.00.00.00.00.00.00.00.00.00.00.00.00.1e.00.32.00.3c.00.5a.d5.ee
1306379084.963596 : /dev/pts/7 : 07.10.0b.e9.00.0a.93.b8
1306379085.131572 : /dev/pts/6 : 07.03.0b.b7.00.0a.77.a9
1306379085.147571 : /dev/pts/7 : 07.03.14.00.00.00.00.0d.eb.00.00.00.00.00.00.00.00.00.00.00.00.00.02.e6.f6
1306379085.331598 : /dev/pts/6 : 07.10.0b.e9.00.0a.14.00.00.00.00.00.00.00.00.00.00.00.00.00.1e.00.32.00.3c.00.5a.d5.ee
1306379085.371545 : /dev/pts/7 : 07.10.0b.e9.00.0a.93.b8
1306379085.539429 : /dev/pts/6 : 07.03.0b.b7.00.0a.77.a9
1306379085.555558 : /dev/pts/7 : 07.03.14.00.00.00.00.0d.eb.00.00.00.00.00.00.00.00.00.00.00.00.00.02.e6.f6
1306379085.739692 : /dev/pts/6 : 07.10.0b.e9.00.0a.14.00.00.00.00.00.00.00.00.00.00.00.00.00.1e.00.32.00.3c.00.5a.d5.ee
1306379085.779052 : /dev/pts/7 : 07.10.0b.e9.00.0a.93.b8
1306379085.946997 : /dev/pts/6 : 07.03.0b.b7.00.0a.77.a9
1306379085.963051 : /dev/pts/7 : 07.03.14.00.00.00.00.0d.eb.00.00.00.00.00.00.00.00.00.00.00.00.00.02.e6.f6
1306379086.147073 : /dev/pts/6 : 07.10.0b.e9.00.0a.14.00.00.00.00.00.00.00.00.00.00.00.00.00.1e.00.32.00.3c.00.5a.d5.ee
1306379086.187573 : /dev/pts/7 : 07.10.0b.e9.00.0a.93.b8
1306379086.355073 : /dev/pts/6 : 07.03.0b.b7.00.0a.77.a9
1306379086.371205 : /dev/pts/7 : 07.03.14.00.00.00.00.0d.eb.00.00.00.00.00.00.00.00.00.00.00.00.00.02.e6.f6
1306379086.555026 : /dev/pts/6 : 07.10.0b.e9.00.0a.14.00.00.00.00.00.00.00.00.00.00.00.00.00.1e.00.32.00.3c.00.5a.d5.ee
1306379086.595058 : /dev/pts/7 : 07.10.0b.e9.00.0a.93.b8
1306379086.763247 : /dev/pts/6 : 07.03.0b.b7.00.0a.77.a9
1306379086.779508 : /dev/pts/7 : 07.03.14.00.00.00.00.0d.eb.00.00.00.00.00.00.00.00.00.00.00.00.00.02.e6.f6
1306379086.963021 : /dev/pts/6 : 07.10.0b.e9.00.0a.14.00.00.00.00.00.00.00.00.00.00.00.00.00.1e.00.32.00.3c.00.5a.d5.ee
1306379086.999072 : /dev/pts/7 : 07.10.0b.e9.00.0a.93.b8
1306379087.164265 : /dev/pts/6 : 07.03.0b.b7.00.0a.77.a9
1306379087.183102 : /dev/pts/7 : 07.03.14.00.00.00.00.0d.eb.00.00.00.00.00.00.00.00.00.00.00.00.00.02.e6.f6
1306379087.363155 : /dev/pts/6 : 07.10.0b.e9.00.0a.14.00.00.00.00.00.00.00.00.00.00.00.00.00.1e.00.32.00.3c.00.5a.d5.ee
1306379087.398997 : /dev/pts/7 : 07.10.0b.e9.00.0a.93.b8
1306379087.563012 : /dev/pts/6 : 07.03.0b.b7.00.0a.77.a9
1306379087.579504 : /dev/pts/7 : 07.03.14.00.00.00.00.0d.eb.00.00.00.00.00.00.00.00.00.00.00.00.00.02.e6.f6
1306379087.763361 : /dev/pts/6 : 07.10.0b.e9.00.0a.14.00.00.00.00.00.00.00.00.00.00.00.00.00.1e.00.32.00.3c.00.5a.d5.ee
1306379087.803549 : /dev/pts/7 : 07.10.0b.e9.00.0a.93.b8
1306379087.971582 : /dev/pts/6 : 07.03.0b.b7.00.0a.77.a9
1306379087.987052 : /dev/pts/7 : 07.03.14.00.00.00.00.0d.eb.00.00.00.00.00.00.00.00.00.00.00.00.00.02.e6.f6
1306379088.171089 : /dev/pts/6 : 07.10.0b.e9.00.0a.14.00.00.00.00.00.00.00.00.00.00.00.00.00.1e.00.32.00.3c.00.5a.d5.ee
1306379088.211549 : /dev/pts/7 : 07.10.0b.e9.00.0a.93.b8
1306379088.379213 : /dev/pts/6 : 07.03.0b.b7.00.0a.77.a9
1306379088.398111 : /dev/pts/7 : 07.03.14.00.00.00.00.0d.eb.00.00.00.00.00.00.00.00.00.00.00.00.00.02.e6.f6
1306379088.583602 : /dev/pts/6 : 07.10.0b.e9.00.0a.14.00.00.00.00.00.00.00.00.00.00.00.00.00.1e.00.32.00.3c.00.5a.d5.ee
1306379088.623048 : /dev/pts/7 : 07.10.0b.e9.00.0a.93.b8
1306379088.791104 : /dev/pts/6 : 07.03.0b.b7.00.0a.77.a9
1306379088.807080 : /dev/pts/7 : 07.03.14.00.00.00.00.0d.eb.00.00.00.00.00.00.00.00.00.00.00.00.00.02.e6.f6
1306379088.991496 : /dev/pts/6 : 07.10.0b.e9.00.0a.14.00.00.00.00.00.00.00.00.00.00.00.00.00.1e.00.32.00.3c.00.5a.d5.ee
1306379089.031055 : /dev/pts/7 : 07.10.0b.e9.00.0a.93.b8
1306379089.199503 : /dev/pts/6 : 07.03.0b.b7.00.0a.77.a9
1306379089.215027 : /dev/pts/7 : 07.03.14.00.00.00.00.0d.eb.00.00.00.00.00.00.00.00.00.00.00.00.00.02.e6.f6
1306379089.399087 : /dev/pts/6 : 07.10.0b.e9.00.0a.14.00.00.00.00.00.00.00.00.00.00.00.00.00.1e.00.32.00.3c.00.5a.d5.ee
1306379089.439557 : /dev/pts/7 : 07.10.0b.e9.00.0a.93.b8
1306379089.607019 : /dev/pts/6 : 07.03.0b.b7.00.0a.77.a9
1306379089.623740 : /dev/pts/7 : 07.03.14.00.00.00.00.0d.eb.00.00.00.00.00.00.00.00.00.00.00.00.00.02.e6.f6
1306379089.803036 : /dev/pts/6 : 07.10.0b.e9.00.0a.14.00.00.00.00.00.00.00.00.00.00.00.00.00.1e.00.32.00.3c.00.5a.d5.ee
1306379089.843552 : /dev/pts/7 : 07.10.0b.e9.00.0a.93.b8
1306379090.011519 : /dev/pts/6 : 07.03.0b.b7.00.0a.77.a9
1306379090.027543 : /dev/pts/7 : 07.03.14.00.00.00.00.0d.eb.00.00.00.00.00.00.00.00.00.00.00.00.00.02.e6.f6
1306379090.211292 : /dev/pts/6 : 07.10.0b.e9.00.0a.14.00.00.00.00.00.00.00.00.00.00.00.00.00.1e.00.32.00.3c.00.5a.d5.ee
1306379090.251071 : /dev/pts/7 : 07.10.0b.e9.00.0a.93.b8
1306379090.419537 : /dev/pts/6 : 07.03.0b.b7.00.0a.77.a9
1306379090.435024 : /dev/pts/7 : 07.03.14.00.00.00.00.0d.eb.00.00.00.00.00.00.00.00.00.00.00.00.00.02.e6.f6
1306379090.619084 : /dev/pts/6 : 07.10.0b.e9.00.0a.14.00.00.00.00.00.00.00.00.00.00.00.00.00.1e.00.32.00.3c.00.5a.d5.ee
1306379090.659049 : /dev/pts/7 : 07.10.0b.e9.00.0a.93.b8
1306379090.827054 : /dev/pts/6 : 07.03.0b.b7.00.0a.77.a9
1306379090.843408 : /dev/pts/7 : 07.03.14.00.00.00.00.0d.eb.00.00.00.00.00.00.00.00.00.00.00.00.00.02.e6.f6
1306379091.027075 : /dev/pts/6 : 07.10.0b.e9.00.0a.14.00.00.00.00.00.00.00.00.00.00.00.00.00.1e.00.32.00.3c.00.5a.d5.ee
1306379091.067548 : /dev/pts/7 : 07.10.0b.e9.00.0a.93.b8
1306379091.235015 : /dev/pts/6 : 07.03.0b.b7.00.0a.77.a9
1306379091.251546 : /dev/pts/7 : 07.03.14.00.00.00.00.0d.eb.00.00.00.00.00.00.00.00.00.00.00.00.00.02.e6.f6
1306379091.435081 : /dev/pts/6 : 07.10.0b.e9.00.0a.14.00.00.00.00.00.00.00.00.00.00.00.00.00.1e.00.32.00.3c.00.5a.d5.ee
1306379091.475546 : /dev/pts/7 : 07.10.0b.e9.00.0a.93.b8
1306379091.643036 : /dev/pts/6 : 07.03.0b.b7.00.0a.77.a9
1306379091.659545 : /dev/pts/7 : 07.03.14.00.00.00.00.0d.eb.00.00.00.00.00.00.00.00.00.00.00.00.00.02.e6.f6
1306379091.838996 : /dev/pts/6 : 07.10.0b.e9.00.0a.14.00.00.00.00.00.00.00.00.00.00.00.00.00.1e.00.32.00.3c.00.5a.d5.ee
1306379091.879518 : /dev/pts/7 : 07.10.0b.e9.00.0a.93.b8
1306379092.047567 : /dev/pts/6 : 07.03.0b.b7.00.0a.77.a9
1306379092.063598 : /dev/pts/7 : 07.03.14.00.00.00.00.0d.eb.00.00.00.00.00.00.00.00.00.00.00.00.00.02.e6.f6
1306379092.247561 : /dev/pts/6 : 07.10.0b.e9.00.0a.14.00.00.00.00.00.00.00.00.00.00.00.00.00.1e.00.32.00.3c.00.5a.d5.ee
1306379092.288416 : /dev/pts/7 : 07.10.0b.e9.00.0a.93.b8
1306379092.455029 : /dev/pts/6 : 07.03.0b.b7.00.0a.77.a9
1306379092.471058 : /dev/pts/7 : 07.03.14.00.00.00.00.0d.eb.00.00.00.00.00.00.00.00.00.00.00.00.00.02.e6.f6
1306379092.651232 : /dev/pts/6 : 07.10.0b.e9.00.0a.14.00.00.00.00.00.00.00.00.00.00.00.00.00.1e.00.32.00.3c.00.5a.d5.ee
1306379092.691062 : /dev/pts/7 : 07.10.0b.e9.00.0a.93.b8
1306379092.859523 : /dev/pts/6 : 07.03.0b.b7.00.0a.77.a9
1306379092.875545 : /dev/pts/7 : 07.03.14.00.00.00.00.0d.eb.00.00.00.00.00.00.00.00.00.00.00.00.00.02.e6.f6
1306379093.059543 : /dev/pts/6 : 07.10.0b.e9.00.0a.14.00.00.00.00.00.00.00.00.00.00.00.00.00.1e.00.32.00.3c.00.5a.d5.ee
1306379093.099551 : /dev/pts/7 : 07.10.0b.e9.00.0a.93.b8
1306379093.267061 : /dev/pts/6 : 07.03.0b.b7.00.0a.77.a9
1306379093.283854 : /dev/pts/7 : 07.03.14.00.00.00.00.0d.eb.00.00.00.00.00.00.00.00.00.00.00.00.00.02.e6.f6
1306379093.467083 : /dev/pts/6 : 07.10.0b.e9.00.0a.14.00.00.00.00.00.00.00.00.00.00.00.00.00.1e.00.32.00.3c.00.5a.d5.ee
1306379093.507189 : /dev/pts/7 : 07.10.0b.e9.00.0a.93.b8
1306379093.675396 : /dev/pts/6 : 07.03.0b.b7.00.0a.77.a9
1306379093.691652 : /dev/pts/7 : 07.03.14.00.00.00.00.0d.eb.00.00.00.00.00.00.00.00.00.00.00.00.00.02.e6.f6
1306379093.875544 : /dev/pts/6 : 07.10.0b.e9.00.0a.14.00.00.00.00.00.00.00.00.00.00.00.00.00.1e.00.32.00.3c.00.5a.d5.ee
1306379093.915548 : /dev/pts/7 : 07.10.0b.e9.00.0a.93.b8
1306379094.083202 : /dev/pts/6 : 07.03.0b.b7.00.0a.77.a9
1306379094.099081 : /dev/pts/7 : 07.03.14.00.00.00.00.0d.eb.00.00.00.00.00.00.00.00.00.00.00.00.00.02.e6.f6
1306379094.283565 : /dev/pts/6 : 07.10.0b.e9.00.0a.14.00.00.00.00.00.00.00.00.00.00.00.00.00.1e.00.32.00.3c.00.5a.d5.ee
1306379094.323615 : /dev/pts/7 : 07.10.0b.e9.00.0a.93.b8
1306379094.491576 : /dev/pts/6 : 07.03.0b.b7.00.0a.77.a9
1306379094.507556 : /dev/pts/7 : 07.03.14.00.00.00.00.0d.eb.00.00.00.00.00.00.00.00.00.00.00.00.00.02.e6.f6
1306379094.691568 : /dev/pts/6 : 07.10.0b.e9.00.0a.14.00.00.00.00.00.00.00.00.00.00.00.00.00.1e.00.32.00.3c.00.5a.d5.ee
1306379094.731065 : /dev/pts/7 : 07.10.0b.e9.00.0a.93.b8
1306379094.899616 : /dev/pts/6 : 07.03.0b.b7.00.0a.77.a9
1306379094.915078 : /dev/pts/7 : 07.03.14.00.00.00.00.0d.eb.00.00.00.00.00.00.00.00.00.00.00.00.00.02.e6.f6
1306379095.099545 : /dev/pts/6 : 07.10.0b.e9.00.0a.14.00.00.00.00.00.00.00.00.00.00.00.00.00.1e.00.32.00.3c.00.5a.d5.ee
1306379095.139070 : /dev/pts/7 : 07.10.0b.e9.00.0a.93.b8
1306379095.307514 : /dev/pts/6 : 07.03.0b.b7.00.0a.77.a9
1306379095.323577 : /dev/pts/7 : 07.03.14.00.00.00.00.0d.eb.00.00.00.00.00.00.00.00.00.00.00.00.00.02.e6.f6
1306379095.507057 : /dev/pts/6 : 07.10.0b.e9.00.0a.14.00.00.00.00.00.00.00.00.00.00.00.00.00.1e.00.32.00.3c.00.5a.d5.ee
1306379095.547113 : /dev/pts/7 : 07.10.0b.e9.00.0a.93.b8
1306379095.715009 : /dev/pts/6 : 07.03.0b.b7.00.0a.77.a9
1306379095.731510 : /dev/pts/7 : 07.03.14.00.00.00.00.0d.eb.00.00.00.00.00.00.00.00.00.00.00.00.00.02.e6.f6
1306379095.915546 : /dev/pts/6 : 07.10.0b.e9.00.0a.14.00.00.00.00.00.00.00.00.00.00.00.00.00.1e.00.32.00.3c.00.5a.d5.ee
1306379095.955590 : /dev/pts/7 : 07.10.0b.e9.00.0a.93.b8
1306379096.123214 : /dev/pts/6 : 07.03.0b.b7.00.0a.77.a9
1306379096.139060 : /dev/pts/7 : 07.03.14.00.00.00.00.0d.eb.00.00.00.00.00.00.00.00.00.00.00.00.00.02.e6.f6
1306379096.319009 : /dev/pts/6 : 07.10.0b.e9.00.0a.14.00.00.00.00.00.00.00.00.00.00.00.00.00.1e.00.32.00.3c.00.5a.d5.ee
1306379096.359140 : /dev/pts/7 : 07.10.0b.e9.00.0a.93.b8
1306379096.526994 : /dev/pts/6 : 07.03.0b.b7.00.0a.77.a9
1306379096.543548 : /dev/pts/7 : 07.03.14.00.00.00.00.0d.eb.00.00.00.00.00.00.00.00.00.00.00.00.00.02.e6.f6
1306379096.727036 : /dev/pts/6 : 07.10.0b.e9.00.0a.14.00.00.00.00.00.00.00.00.00.00.00.00.00.1e.00.32.00.3c.00.5a.d5.ee
1306379096.767055 : /dev/pts/7 : 07.10.0b.e9.00.0a.93.b8
1306379096.935439 : /dev/pts/6 : 07.03.0b.b7.00.0a.77.a9
1306379096.951547 : /dev/pts/7 : 07.03.14.00.00.00.00.0d.eb.00.00.00.00.00.00.00.00.00.00.00.00.00.02.e6.f6
1306379097.135587 : /dev/pts/6 : 07.10.0b.e9.00.0a.14.00.00.00.00.00.00.00.00.00.00.00.00.00.1e.00.32.00.3c.00.5a.d5.ee
1306379097.175553 : /dev/pts/7 : 07.10.0b.e9.00.0a.93.b8
1306379097.343008 : /dev/pts/6 : 07.03.0b.b7.00.0a.77.a9
1306379097.359020 : /dev/pts/7 : 07.03.14.00.00.00.00.0d.eb.00.00.00.00.00.00.00.00.00.00.00.00.00.02.e6.f6
1306379097.543111 : /dev/pts/6 : 07.10.0b.e9.00.0a.14.00.00.00.00.00.00.00.00.00.00.00.00.00.1e.00.32.00.3c.00.5a.d5.ee
1306379097.587549 : /dev/pts/7 : 07.10.0b.e9.00.0a.93.b8
1306379097.755590 : /dev/pts/6 : 07.03.0b.b7.00.0a.77.a9
1306379097.771067 : /dev/pts/7 : 07.03.14.00.00.00.00.0d.eb.00.00.00.00.00.00.00.00.00.00.00.00.00.02.e6.f6
1306379097.955090 : /dev/pts/6 : 07.10.0b.e9.00.0a.14.00.00.00.00.00.00.00.00.00.00.00.00.00.1e.00.32.00.3c.00.5a.d5.ee
